file,fname,arg_types,ret_type
'base::identical','identical',"'function','function'",'logical',
'base::identical','identical',"'function','function','logical'",'logical',
'base::identical','identical',"'list','list','logical'",'logical',
'base::identical','attributes',"'double'",'list',
'base::identical','rev',"'list'",'list',
'base::mapply','rep',"'integer','integer'",'v<integer>',
'base::mapply','rep',"'integer','integer'",'integer',
'base::mapply','mapply',"'function','v<integer>','v<integer>'",'list',
'base::mapply','rep',"'integer','double'",'double',
'base::mapply','rep',"'integer','double'",'v<double>',
'base::mapply','mapply',"'function','v<integer>','list'",'list',
'base::mapply','mapply',"'function','v<double>','v<double>'",'list',
'base::mapply','mapply',"'function','v<character>','v<integer>','logical'",'list',
'base::mapply','mapply',"'function','character','integer'",'list',
'base::list2env','list',"'double','v<integer>','double','integer'",'list',
'base::list2env','list',"'v<character>','character','list'",'list',
'base::set.seed','*',"'v<double>','v<integer>'",'v<double>',
'base::returnValue','as.list',"'{'",'list',
'base::returnValue','as.list',"'if'",'list',
'base::summary.data.frame','summary',"'list','double'",'character',
'base::summary.data.frame','summary',"'integer','double'",'v<integer>',
'base::summary.data.frame','>',"'integer','double'",'v<logical>',
'base::summary.data.frame','as.factor',"'v<logical>'",'integer',
'base::summary.data.frame','summary',"'integer'",'v<integer>',
'base::Exec','<=',"'double','double'",'logical',
'base::Exec','list',"'call'",'list',
'base::Exec','identical',"'call','name'",'logical',
'base::storage.mode<-','c',"'character','character','character','character','character','character','character','character','character','character','character','character','character','character','character'",'v<character>',
'base::storage.mode<-','data.frame',"'double'",'list',
'base::ngettext','is.na',"'character'",'logical',
'base::Find','+',"'integer','integer'",'integer',
'base::Find','list',"'function','function','function','function'",'list',
'base::Find','sapply',"'v<character>','function','environment'",'list',
'base::Find','length',"'NULL'",'integer',
'base::Find','%in%',"'NULL','character'",'logical',
'base::Find','%in%',"'v<character>','character'",'v<logical>',
'base::Find','%in%',"'character','character'",'logical',
'base::body<-','c',"'name','v<expression>'",'v<expression>',
'base::body<-','identical',"'{','{'",'logical',
'base::rawToChar','c',"'v<raw>','raw','v<raw>'",'v<raw>',
'base::rawToChar','as.logical',"'v<raw>'",'v<logical>',
'base::rawToChar','identical',"'v<raw>','v<raw>'",'logical',
'base::rawToChar','as.integer',"'v<integer>'",'v<integer>',
'base::rawToChar','rev',"'v<raw>'",'v<raw>',
'base::rawToChar','as.character',"'v<raw>'",'v<character>',
'base::rawToChar','c',"'character','character','v<character>'",'v<character>',
'base::rawToChar','vapply',"'v<integer>','function','character'",'v<character>',
'base::rawToChar','print',"'v<character>','double','logical'",'v<character>',
'base::rawToChar','c',"'character','character','v<character>','character','v<character>'",'v<character>',
'base::rawToChar','vapply',"'double','function','character'",'character',
'base::rawToChar','vapply',"'v<double>','function','character'",'v<character>',
'base::[<-.data.frame','class',"'v<double>'",'character',
'base::[<-.data.frame','class',"'v<character>'",'character',
'base::[<-.data.frame','class',"'v<integer>'",'character',
'base::[<-.data.frame','list',"'v<character>','NULL','v<integer>'",'list',
'base::[<-.data.frame','data.frame',"'v<integer>','integer','integer'",'list',
'base::[<-.data.frame','identical',"'v<integer>','integer'",'logical',
'base::data.frame','data.frame',"'double','v<integer>','v<character>'",'list',
'base::data.frame','data.frame',"'list','v<character>','logical'",'list',
'base::data.frame','==',"'v<integer>','v<character>'",'v<logical>',
'base::-.Date','<',"'double','v<character>'",'v<logical>',
'base::array','as.array',"'v<character>'",'character',
'base::array','dim',"'character'",'integer',
'base::.deparseOpts','>',"'integer','integer'",'logical',
'base::.deparseOpts','data.frame',"'v<character>','v<double>','v<double>'",'list',
'base::bquote','plot',"'v<integer>','v<double>','call'",'NULL',
'base::nchar','data.frame',"'integer','logical'",'list',
'base::nchar','sapply',"'v<logical>','function'",'list',
'base::nchar','length',"'character'",'integer',
'base::nchar','vapply',"'v<character>','function','integer'",'v<integer>',
'base::nchar','unique',"'v<integer>'",'integer',
'base::seq.Date','<',"'double','double'",'v<logical>',
'base::seq.Date','rev',"'double'",'double',
'base::format.pval','c',"'v<double>','double','logical'",'v<double>',
'base::besselI','plot',"'v<double>','v<double>','v<double>','character','character','character'",'NULL',
'base::besselI','seq',"'v<integer>'",'v<integer>',
'base::besselI','plot',"'v<double>','v<double>','character','character','character','character','character'",'NULL',
'base::besselI','+',"'double','logical'",'double',
'base::besselI','paste',"'v<double>','v<double>','character'",'v<character>',
'base::besselI','plot',"'v<double>','v<double>','v<double>','character','character','character','character'",'NULL',
'base::besselI','c',"'v<double>'",'v<double>',
'base::mostattributes<-','list',"'character','v<integer>','list','v<character>'",'list',
'base::substring<-','attributes',"'character'",'list',
'base::memCompress','length',"'v<raw>'",'integer',
'base::which.min','range',"'double','logical'",'v<double>',
'base::which.min','c',"'integer'",'integer',
'base::Sys.getpid','paste',"'character','integer'",'character',
'base::cat','cat',"'character','double','character'",'NULL',
'base::cat','paste',"'v<character>','v<double>'",'v<character>',
'base::cat','cat',"'v<character>','logical','v<character>'",'NULL',
'base::is.raw','as.integer',"'v<raw>'",'v<integer>',
'base::is.raw','==',"'raw','raw'",'logical',
'base::is.raw','<=',"'v<raw>','raw'",'v<logical>',
'base::readLines','cat',"'character','character','character','character','character','character'",'NULL',
'base::readLines','cat',"'character','character','logical'",'NULL',
'base::cut','cut',"'v<double>','v<integer>'",'integer',
'base::cut','cut',"'v<double>','v<integer>','logical'",'v<integer>',
'base::cut','sum',"'integer'",'integer',
'base::cut','cut',"'v<double>','double'",'integer',
'base::cut','==',"'integer','v<double>'",'logical',
'base::cut','cut',"'v<integer>','double'",'integer',
'base::cut','cut',"'v<integer>','v<double>','logical'",'integer',
'base::cut','cut',"'v<double>','v<double>','double'",'integer',
'base::cut','cut',"'v<double>','v<double>','logical'",'integer',
'base::pmax.int','min',"'v<integer>','double'",'double',
'base::assign','paste',"'character','integer','character'",'character',
'base::droplevels.factor','subset',"'list','v<logical>'",'list',
'base::Sys.setenv','print',"'v<logical>'",'v<logical>',
'base::format.info','c',"'double','double','v<integer>','double','double'",'v<double>',
'base::format.info','sapply',"'v<double>','standardGeneric'",'v<character>',
'base::rev','sort',"'v<integer>','logical'",'v<integer>',
'base::sum','sum',"'double','double','double','double','double'",'double',
'base::sum','sum',"'v<integer>','v<integer>'",'integer',
'base::sum','sum',"'v<integer>','logical'",'integer',
'base::sum','sum',"'v<integer>','logical','logical'",'integer',
'base::isSymmetric.matrix','+',"'v<integer>','complex'",'v<complex>',
'base::Sys.getenv','names',"'character'",'v<character>',
'base::Sys.getenv','head',"'character','double'",'character',
'base::as.environment','as.environment',"'double'",'environment',
'base::as.environment','list',"'character','double','v<character>'",'list',
'base::as.environment','as.environment',"'list'",'environment',
'base::print.eigen','c',"'double','complex'",'v<complex>',
'base::print.eigen','-',"'complex'",'complex',
'base::print.eigen','c',"'complex','double'",'v<complex>',
'base::validUTF8','c',"'character','character','character','character','character','character','character','character','character','character'",'v<character>',
'base::delayedAssign','typeof',"'character'",'character',
'base::delayedAssign','typeof',"'{'",'character',
'base::tapply','as.factor',"'v<integer>'",'integer',
'base::tapply','tapply',"'integer','integer','function'",'integer',
'base::tapply','tapply',"'v<double>','list','function'",'double',
'base::tapply','tapply',"'v<integer>','integer','function'",'integer',
'base::tapply','tapply',"'v<integer>','integer','function','double'",'double',
'base::tapply','tapply',"'v<integer>','integer','function','logical'",'list',
'base::tapply','range',"'v<integer>'",'v<integer>',
'base::tapply','tapply',"'v<integer>','integer','function'",'list',
'base::tapply','mean',"'v<double>','logical'",'double',
'base::tapply','tapply',"'double','double','function','logical'",'double',
'base::tapply','list',"'v<double>','v<character>'",'list',
'base::tapply','table',"'list'",'integer',
'base::tapply','tapply',"'v<integer>','list'",'v<integer>',
'base::tapply','c',"'integer','integer','integer'",'v<integer>',
'base::tapply','c',"'integer','integer','logical','integer'",'v<integer>',
'base::tapply','list',"'v<double>','v<double>','NULL','NULL'",'list',
'base::tapply','array',"'list','double','list'",'list',
'base::print.default','print',"'v<character>','logical'",'v<character>',
'base::balancePOSIXlt','*',"'v<integer>','integer'",'v<integer>',
'base::balancePOSIXlt','+',"'integer','v<integer>'",'v<integer>',
'base::args','list',"'logical','NULL'",'list',
'base::ncol','ncol',"'integer'",'integer',
'base::diag<-','c',"'complex','complex'",'v<complex>',
'base::diag<-','names',"'v<double>'",'NULL',
'base::ifelse','ifelse',"'v<logical>','v<integer>','logical'",'v<integer>',
'base::ifelse','ifelse',"'v<logical>','v<double>','logical'",'v<double>',
'base::ifelse','ifelse',"'v<logical>','double','logical'",'v<double>',
'base::ifelse','ifelse',"'logical','v<integer>','v<double>'",'logical',
'base::ifelse','ifelse',"'logical','v<integer>','v<double>'",'integer',
'base::ifelse','ifelse',"'logical','v<integer>','v<double>'",'double',
'base::sweep','apply',"'list','double','function'",'v<double>',
'base::sweep','-',"'integer','integer'",'integer',
'base::sweep','as.array',"'v<integer>'",'integer',
'base::sweep','list',"'v<integer>','v<integer>','v<integer>'",'list',
'base::encodeString','cat',"'character','character','character'",'NULL',
'base::encodeString','factor',"'character'",'integer',
'base::...length','list',"'double','double','double','double','v<double>','character'",'list',
'base::...length','names',"'list'",'NULL',
'base::list2DF','list',"'character','character','v<character>'",'list',
'base::stopifnot','<=',"'double','v<integer>'",'v<logical>',
'base::stopifnot','length',"'{'",'integer',
'base::stopifnot','list',"'{','list'",'list',
'base::stopifnot','list',"'for','list'",'list',
'base::polyroot','print',"'complex','double'",'complex',
'base::polyroot','print',"'v<complex>','double'",'v<complex>',
'base::slice.index','array',"'v<integer>','v<double>'",'integer',
'base::plot','plot',"'function','double','double'",'list',
'base::plot','plot',"'integer','character','character','double','character'",'v<double>',
'base::plot','plot',"'v<double>','character','character'",'NULL',
'base::match.arg','c',"'character','logical','character','character'",'v<character>',
'base::.Platform','sapply',"'v<character>','function'",'v<logical>',
'base::mode<-','typeof',"'NULL'",'character',
'base::mode<-','typeof',"'integer'",'character',
'base::mode<-','typeof',"'complex'",'character',
'base::mode<-','typeof',"'function'",'character',
'base::mode<-','typeof',"'v<integer>'",'character',
'base::mode<-','typeof',"'('",'character',
'base::format.AsIs','+',"'complex','complex'",'complex',
'base::is.integer','as.integer',"'v<complex>'",'v<integer>',
'base::is.integer','is.integer',"'double'",'logical',
'base::drop','dim',"'integer'",'v<integer>',
'base::month.name','-',"'complex','double'",'complex',
'base::unlist','list',"'list','character','logical'",'list',
'base::unlist','list',"'character','double','complex'",'list',
'base::unlist','list',"'character','name','complex'",'list',
'base::unlist','list',"'name','call','v<integer>','v<character>','expression'",'list',
'base::all.equal','==',"'v<complex>','v<double>'",'v<logical>',
'utils::changedFiles',':',"'integer','integer'",'v<integer>',
'utils::packageDate','<',"'list','character'",'logical',
'utils::as.roman','-',"'integer','v<double>'",'integer',
'utils::as.roman','c',"'logical','v<integer>','character','v<character>'",'v<character>',
'utils::as.roman','c',"'logical','v<integer>','v<character>'",'v<character>',
'utils::as.roman','*',"'double','integer'",'integer',
'utils::as.roman','*',"'integer','double'",'integer',
'utils::as.roman','c',"'logical','v<integer>','logical','v<integer>'",'v<integer>',
'utils::as.roman','as.list',"'integer'",'list',
'utils::as.roman','as.list',"'v<integer>'",'list',
'utils::as.roman','<',"'v<integer>','v<integer>'",'v<logical>',
'utils::as.roman','<',"'integer','v<integer>'",'v<logical>',
'utils::as.roman','<',"'integer','integer'",'v<logical>',
'utils::as.roman','min',"'integer'",'integer',
'utils::as.roman','min',"'integer','logical'",'integer',
'utils::as.roman','min',"'v<integer>','logical'",'integer',
'utils::as.roman','range',"'integer'",'integer',
'utils::as.roman','sum',"'integer','logical'",'integer',
'utils::strcapture','data.frame',"'character','integer','integer'",'list',
'utils::remhash','list',"'environment'",'list',
'utils::ls.str','print',"'character','double'",'character',
'utils::ls.str','sapply',"'list','function','double'",'v<character>',
'utils::read.delim2','c',"'v<integer>','character','character'",'v<character>',
'utils::read.delim2','read.csv',"'character','logical'",'list',
'utils::read.delim2','read.csv',"'character','logical','logical','v<character>'",'list',
'utils::read.delim2','read.table',"'logical','character'",'list',
'utils::hasName','is.null',"'double'",'logical',
'utils::news','print',"'list','logical'",'list',
'utils::news','==',"'list','character'",'v<logical>',
'utils::hsearch_db_concepts','head',"'list','double'",'list',
'utils::head.matrix','head',"'v<character>'",'v<character>',
'utils::head.matrix','head',"'v<character>','integer'",'v<character>',
'utils::head.matrix','head',"'double'",'v<double>',
'utils::head.matrix','head',"'double'",'double',
'utils::head.matrix','head',"'double','v<integer>'",'double',
'utils::head.matrix','tail',"'v<character>','integer'",'v<character>',
'utils::head.matrix','tail',"'double'",'v<double>',
'utils::head.matrix','tail',"'double'",'double',
'utils::head.matrix','tail',"'double','v<integer>'",'double',
'utils::head.matrix','tail',"'double','v<double>'",'double',
'utils::head.matrix','tail',"'double','v<double>','logical'",'double',
'utils::head.matrix','nrow',"'double'",'NULL',
'utils::methods','print',"'character','logical'",'character',
'utils::object.size','print',"'double','character','character'",'double',
'utils::object.size','sapply',"'v<character>','function'",'v<character>',
'utils::object.size','as.vector',"'v<character>'",'v<character>',
'utils::object.size','unique',"'v<character>'",'character',
'utils::object.size','as.vector',"'double'",'double',
'utils::charClass','c',"'character','character','character','character','character','character','character','character'",'v<character>',
'utils::write.table','data.frame',"'character','complex'",'list',
'utils::write.table','write.table',"'list','character','character','logical','character'",'NULL',
'utils::write.table','read.table',"'character','logical','character','double'",'list',
'utils::write.table','write.csv',"'list','character'",'NULL',
'utils::write.table','read.csv',"'character','double'",'list',
'utils::write.table','write.csv',"'list','character','logical'",'NULL',
'utils::write.table','read.csv',"'character'",'list',
'utils::apropos',':',"'double','complex'",'v<integer>',
'utils::removeSource','attributes',"'function'",'list',
'utils::removeSource','attributes',"'{'",'list',
'utils::removeSource','attributes',"'function'",'NULL',
'utils::removeSource','attributes',"'{'",'NULL',
'utils::removeSource','attributes',"'expression'",'list',
'utils::removeSource','attributes',"'expression'",'NULL',
'utils::getParseText','as.character',"'integer'",'character',
'utils::isS3method','paste',"'v<character>','character','character'",'v<character>',
'utils::available.packages','table',"'character'",'integer',
'utils::combn','==',"'double','integer'",'logical',
'utils::combn','is.array',"'integer'",'logical',
'utils::combn','c',"'integer','double'",'v<double>',
'utils::example','sapply',"'v<character>','function','logical','logical'",'list',
'utils::warnErrList','list',"'v<double>','v<double>','double','integer'",'list',
'utils::warnErrList','list',"'v<double>','v<double>','double'",'list',
'graphics::polypath','c',"'double','double','double','double','logical','double','double','double','double'",'v<double>',
'graphics::polypath','is.na',"'logical'",'logical',
'graphics::layout.show','plot',"'v<double>','v<double>','v<double>','v<double>','character','character'",'NULL',
'graphics::matplot','*',"'v<double>','complex'",'v<complex>',
'graphics::matplot','*',"'v<complex>','v<integer>'",'v<complex>',
'graphics::matplot','*',"'v<integer>','complex'",'v<complex>',
'graphics::matplot','*',"'v<complex>','v<double>'",'v<complex>',
'graphics::matplot','list',"'NULL','v<character>','v<character>'",'list',
'graphics::matplot','array',"'logical','v<double>','list'",'logical',
'graphics::boxplot','list',"'v<double>','v<double>','integer'",'list',
'graphics::box','plot',"'v<integer>','v<double>','character','logical'",'NULL',
'graphics::axis.POSIXct','paste',"'double','v<double>','v<double>','v<double>'",'v<character>',
'graphics::axis.POSIXct','plot',"'list','v<double>','character'",'NULL',
'graphics::axis.POSIXct','plot',"'list','v<double>','character','character'",'NULL',
'graphics::axis.POSIXct','range',"'list'",'list',
'graphics::axis.POSIXct','plot',"'double','v<integer>','character','character','character','character','character'",'NULL',
'graphics::axis.POSIXct','plot',"'double','v<integer>'",'NULL',
'graphics::axis.POSIXct','plot',"'double','v<integer>','character'",'NULL',
'graphics::curve','plot',"'function'",'list',
'graphics::curve','plot',"'function','character'",'list',
'graphics::curve','plot',"'function','complex','complex'",'list',
'graphics::curve','paste0',"'character','character','character'",'character',
'graphics::plot.default','plot',"'v<double>','v<double>','list','double','double','character'",'NULL',
'graphics::plot.default','plot',"'v<double>','v<double>','NULL','double','double','character'",'NULL',
'graphics::plot.default','/',"'complex','double'",'complex',
'graphics::plot.default','c',"'character','character','character','character','character','character','character','character','character'",'v<character>',
'graphics::plot.default','list',"'v<complex>','v<integer>'",'list',
'graphics::plot.default','plot',"'formula','character','character'",'NULL',
'graphics::plot.default','plot',"'v<double>','v<double>','character','character','character','character','expression','character'",'NULL',
'graphics::plot.default','plot',"'v<double>','v<double>','character','character','character','character','character','expression','character','logical','logical'",'NULL',
'graphics::pairs.default','list',"'v<double>','v<integer>','v<double>'",'list',
'graphics::pairs.default','c',"'v<double>','double','double'",'v<double>',
'graphics::pairs.default','/',"'v<integer>','integer'",'v<double>',
'graphics::par','plot',"'v<integer>','character'",'NULL',
'graphics::par','c',"'double','double','double','double','double','double','double','double','double','double','double','double','double'",'v<double>',
'graphics::par','plot',"'v<integer>','character','character','character','character','character'",'NULL',
'graphics::par','plot',"'v<integer>','v<integer>','character','logical','logical'",'NULL',
'graphics::par','as.character',"'v<character>'",'v<character>',
'graphics::par','paste',"'v<character>','character'",'v<character>',
'graphics::hist.default','c',"'v<double>','v<double>','double','double','double'",'v<double>',
'graphics::hist.default','sapply',"'list','integer'",'v<double>',
'graphics::xyinch','plot',"'v<double>','v<double>','double','character'",'NULL',
'graphics::mtext','plot',"'v<integer>','v<double>','character','character'",'NULL',
'graphics::mtext','paste',"'character','integer','character','double','character'",'character',
'graphics::image.default','seq',"'complex','complex','double'",'v<complex>',
'graphics::polygon','c',"'double','v<double>','double','double','double','double','double','v<integer>'",'v<double>',
'graphics::points','plot',"'v<integer>','v<integer>','character'",'NULL',
'graphics::points','seq',"'double','complex','double'",'v<complex>',
'graphics::points','plot',"'v<complex>','v<complex>','character','double','character','character','double','character'",'NULL',
'graphics::points','plot',"'v<double>','v<integer>','character','logical'",'NULL',
'graphics::points','plot',"'v<double>','v<double>','character','logical','character','character','character'",'NULL',
'graphics::points','plot',"'v<double>','v<double>','character','logical','character','character','NULL'",'NULL',
'graphics::points','plot',"'v<double>','v<double>','character','character','character','character','character','character'",'NULL',
'graphics::grconvertX','plot',"'v<integer>'",'NULL',
'graphics::spineplot','rep',"'v<double>','v<double>'",'v<double>',
'graphics::spineplot','factor',"'v<double>','v<double>','v<character>'",'integer',
'graphics::spineplot','c',"'double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double'",'v<double>',
'graphics::title','list',"'character','double','character','double'",'list',
'graphics::title','plot',"'double','character','character'",'NULL',
'graphics::title','c',"'complex','complex','double','complex','complex'",'v<complex>',
'graphics::persp','*',"'double','v<complex>'",'v<complex>',
'graphics::persp','/',"'v<complex>','v<complex>'",'v<complex>',
'graphics::mosaicplot','list',"'v<integer>','double'",'list',
'graphics::axTicks','plot',"'v<integer>','v<double>'",'NULL',
'graphics::axTicks','cat',"'v<character>','character','v<double>','character'",'NULL',
'graphics::text.default','plot',"'v<integer>','v<integer>','character','character','character'",'NULL',
'graphics::text.default','*',"'complex','double'",'complex',
'graphics::text.default','*',"'complex','complex'",'complex',
'graphics::text.default','plot',"'v<integer>','v<integer>','character','character'",'NULL',
'graphics::strheight','unique',"'v<double>'",'double',
'graphics::rect','c',"'logical','character'",'v<character>',
'graphics::rect','c',"'logical','character','character','character'",'v<character>',
'graphics::rect','c',"'logical','logical','double','double'",'v<double>',
'graphics::grid','plot',"'v<double>','v<double>','v<integer>','v<double>','v<double>','list','character'",'NULL',
'graphics::grid','plot',"'v<double>','v<double>','v<integer>','list','character'",'NULL',
'graphics::grid','c',"'double','double','double','double','double','double','double','double'",'v<double>',
'graphics::axis','plot',"'v<integer>','v<double>','logical'",'NULL',
'graphics::axis','plot',"'v<integer>','v<double>','character','character','character','logical','character'",'NULL',
'graphics::axis','plot',"'v<integer>','character','logical','logical'",'NULL',
'graphics::axis','ifelse',"'v<logical>','character','character'",'v<character>',
'graphics::axis','paste0',"'v<character>','character','v<character>'",'v<character>',
'graphics::axis','seq_along',"'v<double>'",'v<integer>',
'graphics::cdplot','factor',"'v<double>','v<integer>','v<character>'",'integer',
'graphics::xspline','plot',"'v<double>','v<double>','character','logical','character','character'",'NULL',
'graphics::xspline','plot',"'v<double>','v<double>','double'",'NULL',
'graphics::bxp','list',"'double','double','double','character','double','character','double','double','logical'",'list',
'graphics::abline','plot',"'v<double>','v<double>','character','character','character','double'",'NULL',
'graphics::plot.window','plot',"'v<double>','v<double>','character','double','character','character'",'NULL',
'graphics::clip','as.list',"'v<double>'",'list',
'grDevices::rainbow','/',"'double','integer'",'double',
'grDevices::rainbow','plot',"'v<integer>','v<double>','character','character','character','character'",'NULL',
'grDevices::rainbow','min',"'integer','double'",'double',
'grDevices::rainbow','min',"'double','double'",'double',
'grDevices::rainbow','min',"'double','integer'",'double',
'grDevices::check.options','list',"'v<integer>','complex','character'",'list',
'grDevices::colorspaces','cbind',"'double','list'",'list',
'grDevices::nclass.Sturges','c',"'double','integer','integer'",'v<double>',
'grDevices::hsv','-',"'v<complex>'",'v<complex>',
'grDevices::hsv','plot',"'v<complex>','logical','logical','character','character','double','double','v<character>','character'",'NULL',
'grDevices::hcl','c',"'double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double','double'",'v<double>',
'grDevices::is.raster','array',"'v<double>','v<double>'",'double',
'grDevices::boxplot.stats','c',"'v<double>','logical'",'v<double>',
'grDevices::boxplot.stats','seq',"'integer'",'integer',
'grDevices::boxplot.stats','quantile',"'integer','v<double>','logical'",'v<double>',
'grDevices::boxplot.stats','quantile',"'v<integer>','v<double>','logical'",'v<double>',
'grDevices::xyz.coords','data.frame',"'v<double>','double'",'list',
'grDevices::xyz.coords','data.frame',"'v<integer>','v<integer>','v<integer>'",'list',
'grDevices::contourLines','vapply',"'list','function','double','character'",'v<double>',
'grDevices::contourLines','vapply',"'list','function','double'",'v<double>',
'methods::showExtends','typeof',"'S4'",'character',
'methods::showExtends','class',"'mle'",'character',
'methods::Complex','c',"'character','double'",'v<character>',
'methods::callNextMethod','as.numeric',"'double'",'v<double>',
'methods::callNextMethod','as.numeric',"'v<double>'",'v<double>',
'methods::callNextMethod','+',"'double','double'",'v<double>',
'methods::callNextMethod','*',"'double','double'",'v<double>',
'methods::callNextMethod','<=',"'integer','integer'",'logical',
'methods::callNextMethod','-',"'double','double'",'v<double>',
'methods::slotNames','class',"'track'",'character',
'methods::slotNames','lapply',"'v<character>','function','track'",'list',
'methods::getValidity','paste',"'character','integer','character','integer','character'",'character',
'methods::classesToAM','class',"'standardGeneric'",'character',
'methods::classesToAM','class',"'derivedDefaultMethod'",'character',
'methods::.S4methods','is.na',"'integer'",'logical',
'methods::setClass','nrow',"'double'",'integer',
'grid::grid.lines','c',"'v<double>','v<double>','v<double>','v<double>'",'v<double>',
'grid::grid.text','c','','NULL',
'grid::unit.rep','*',"'list','double'",'list',
'grid::calcStringMetric','list',"'character','character','character','character','expression','expression','expression','expression','expression'",'list',
'grid::calcStringMetric','is.character',"'character'",'logical',
'grid::calcStringMetric','is.character',"'expression'",'logical',
'tools::md5sum','as.vector',"'character'",'character',
'tools::Adobe_glyphs','paste0',"'character','v<character>'",'v<character>',
'tools::xgettext2pot','paste',"'character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character','character'",'character',
'tools::standard_package_names','sapply',"'v<character>','function','character'",'v<character>',
'tools::showNonASCII','cat',"'v<character>','character','character'",'NULL',
'tools::Rd_db','lapply',"'list','function','character'",'list',
'tools::Rd_db','sort',"'integer'",'integer',
'tools::Rd_db','rev',"'integer'",'integer',
'tools::bibstyle','seq_along',"'list'",'integer',
'tools::package_dependencies','which',"'logical'",'integer',
'tools::package_dependencies','head',"'integer'",'integer',
'markdown::smartypants','cat',"'v<character>'",'NULL',
'rjson::toJSON','list',"'v<integer>','NULL'",'list',
'rjson::toJSON','list',"'v<integer>','character','list','v<logical>'",'list',
'dplyr::group_by_drop_default','%>%',"'list','logical'",'logical',
'dplyr::coalesce','c',"'v<integer>','logical','logical','logical'",'v<integer>',
'dplyr::coalesce','list',"'double','double','NULL'",'list',
'dplyr::coalesce','c',"'double','double','logical','logical','double'",'v<double>',
'dplyr::join_by','c',"'integer','integer','integer','integer','integer'",'v<integer>',
'dplyr::check_dbplyr','>=',"'list','character'",'logical',
'dplyr::dense_rank','c',"'double','double','double','double','double','logical'",'v<double>',
'dplyr::dense_rank','data.frame',"'v<double>','v<double>','v<double>','v<integer>'",'list',
'dplyr::consecutive_id','c',"'logical','logical','logical','logical','logical','logical','logical','logical'",'v<logical>',
'dplyr::distinct_at','is.numeric',"'v<double>'",'logical',
'dplyr::do','head',"'integer','double'",'integer',
'dplyr::cumany','/',"'v<double>','v<integer>'",'v<double>',
'dplyr::cumany','data.frame',"'double','v<double>'",'list',
'dplyr::cur_column','rep',"'v<character>','v<integer>'",'v<character>',
'dplyr::case_match','c',"'character','character','character','character','character','logical','character','character'",'v<character>',
'dplyr::case_match','c',"'double','double','double','double','double','logical','double','double'",'v<double>',
'dplyr::n_distinct','c',"'double','double','logical','double','double'",'v<double>',
'dplyr::rename','>',"'list','character'",'logical',
'dplyr::rename','paste0',"'character','character','logical'",'character',
'dplyr::funs','list',"'function','formula'",'list',
'dplyr::funs','list',"'function','character','formula'",'list',
'dplyr::if_else','%in%',"'integer','v<character>'",'v<logical>',
'dplyr::if_else','ifelse',"'v<logical>','integer','logical'",'v<integer>',
'dplyr::group_by_all','is.factor',"'v<double>'",'logical',
'dplyr::group_by_all','is.factor',"'integer'",'logical',
'dplyr::group_by_all','as.factor',"'v<double>'",'integer',
'stringr::str_which','c',"'character','logical','character'",'v<character>',
'stringr::str_width','c',"'character','character','character','logical'",'v<character>',
'stringr::str_view','c',"'character','character','character','logical','character'",'v<character>',
'stringr::str_replace_na','c',"'logical','character','character'",'v<character>',
'stringr::str_match_all','c',"'character','character','character','character','logical'",'v<character>',
'stringr::str_c','paste0',"'v<character>','character'",'v<character>',
'stringr::str_c','paste0',"'v<integer>','v<integer>'",'v<character>',
'rlang::int','list',"'double','integer'",'list',
'rlang::int','list',"'double','double','integer'",'list',
'rlang::inject','list',"'logical','double'",'list',
'rlang::inject','mean',"'v<integer>','logical','double'",'double',
'rlang::call_modify','list',"'NULL','double'",'list',
'rlang::call_modify','list',"'NULL','name'",'list',
'rlang::is_lgl_na','c',"'integer','logical','integer'",'v<integer>',
'rlang::is_missing','list',"'double','name','double','name'",'list',
'rlang::is_missing','is.null',"'name'",'logical',
'rlang::dots_list','as.numeric',"'list'",'v<double>',
'rlang::dots_list','as.numeric',"'list'",'double',
'rlang::dots_list','list',"'double','name'",'list',
'rlang::flatten_lgl','list',"'double','list','list'",'list',
'rlang::na_lgl','typeof',"'logical'",'character',
'rlang::names2<-','names',"'v<integer>'",'v<character>',
'rlang::as_list','as.logical',"'list'",'logical',
'rlang::as_list','as.integer',"'character'",'integer',
'rlang::eval_bare','list',"'environment','environment'",'list',
'rlang::%|%','c',"'character','character','logical','character'",'v<character>',
'rlang::%|%','c',"'integer','logical','integer','logical','logical'",'v<integer>',
'rlang::new_weakref','identical',"'environment','NULL'",'logical',
'rlang::new_weakref','identical',"'list','NULL'",'logical',
'rlang::exec','c',"'v<integer>','double','logical'",'v<double>',
'rlang::exec','list',"'v<double>','logical'",'list',
'rlang::exec','mean',"'v<double>','logical','double'",'double',
'rlang::exec','list',"'call','call'",'list',
'purrr::list_rbind','data.frame',"'v<integer>'",'list',
'purrr::list_rbind','data.frame',"'character'",'list',
'purrr::discard','list',"'character','NULL','integer','logical','list'",'list',
'purrr::pmap','list',"'list','list','list'",'list',
'purrr::pmap','data.frame',"'v<character>','v<character>','v<character>','logical'",'list',
